# Developed by  NerWann module of the Wannier90 code.
# Total Transport distribution function (in SI units of m^2*C^3/S^3) vs energy in eV
# Content of the columns:
# Energy xxz xyz yyz xzz yzz zzz yxz zxz zyz
#   (if spin decomposition is required, 18 further columns are provided, with the 9
#    components of the TDFtot for the spin up, followed by those for the spin down)
  -4.631851084      0.2247774355E+16 -0.3120649702E+14  0.2243559373E+16  0.3044519897E+13 -0.2073168028E+14  0.1720090941E+16 -0.3120649702E+14  0.3044519897E+13 -0.2073168028E+14
  -4.630851084      0.2349511136E+16 -0.3258461508E+14  0.2345054507E+16  0.3436519716E+13 -0.2149795227E+14  0.1798816289E+16 -0.3258461508E+14  0.3436519716E+13 -0.2149795227E+14
  -4.629851084      0.2454748088E+16 -0.3421326013E+14  0.2450211638E+16  0.3527985633E+13 -0.2226495658E+14  0.1880540976E+16 -0.3421326013E+14  0.3527985633E+13 -0.2226495658E+14
  -4.628851084      0.2564743190E+16 -0.3560618284E+14  0.2559884015E+16  0.3472469731E+13 -0.2349595340E+14  0.1965877133E+16 -0.3560618284E+14  0.3472469731E+13 -0.2349595340E+14
  -4.627851084      0.2678968215E+16 -0.3695899633E+14  0.2674399513E+16  0.3612682126E+13 -0.2441101227E+14  0.2054556585E+16 -0.3695899633E+14  0.3612682126E+13 -0.2441101227E+14
  -4.626851084      0.2798254651E+16 -0.3805787453E+14  0.2793083251E+16  0.3801245847E+13 -0.2559960037E+14  0.2146590054E+16 -0.3805787453E+14  0.3801245847E+13 -0.2559960037E+14
  -4.625851084      0.2922073994E+16 -0.4008799662E+14  0.2916995499E+16  0.3737523822E+13 -0.2672061110E+14  0.2242738429E+16 -0.4008799662E+14  0.3737523822E+13 -0.2672061110E+14
  -4.624851084      0.3051326199E+16 -0.4208711554E+14  0.3046088356E+16  0.4134014665E+13 -0.2759932573E+14  0.2342951126E+16 -0.4208711554E+14  0.4134014665E+13 -0.2759932573E+14
  -4.623851084      0.3186308631E+16 -0.4391248281E+14  0.3180788526E+16  0.4280854253E+13 -0.2871849255E+14  0.2448054092E+16 -0.4391248281E+14  0.4280854253E+13 -0.2871849255E+14
  -4.622851084      0.3326928420E+16 -0.4573139288E+14  0.3320811879E+16  0.4497069999E+13 -0.3000974977E+14  0.2556935119E+16 -0.4573139288E+14  0.4497069999E+13 -0.3000974977E+14
  -4.621851084      0.3472825172E+16 -0.4752405855E+14  0.3466721796E+16  0.4463760158E+13 -0.3131377863E+14  0.2670360912E+16 -0.4752405855E+14  0.4463760158E+13 -0.3131377863E+14
  -4.620851084      0.3625149047E+16 -0.4927272703E+14  0.3618940139E+16  0.4458704893E+13 -0.3278877408E+14  0.2788737190E+16 -0.4927272703E+14  0.4458704893E+13 -0.3278877408E+14
  -4.619851084      0.3783576298E+16 -0.5146571692E+14  0.3777363133E+16  0.4853094171E+13 -0.3448586449E+14  0.2911776107E+16 -0.5146571692E+14  0.4853094171E+13 -0.3448586449E+14
  -4.618851084      0.3948483114E+16 -0.5376413704E+14  0.3942064011E+16  0.5212173961E+13 -0.3560762941E+14  0.3039652629E+16 -0.5376413704E+14  0.5212173961E+13 -0.3560762941E+14
  -4.617851084      0.4120352152E+16 -0.5643977836E+14  0.4113186780E+16  0.5082228694E+13 -0.3675162717E+14  0.3173084270E+16 -0.5643977836E+14  0.5082228694E+13 -0.3675162717E+14
  -4.616851084      0.4300230625E+16 -0.5867706107E+14  0.4293029064E+16  0.5556681029E+13 -0.3853207083E+14  0.3313409479E+16 -0.5867706107E+14  0.5556681029E+13 -0.3853207083E+14
  -4.615851084      0.4486821884E+16 -0.6081381798E+14  0.4479346699E+16  0.5660789790E+13 -0.4006020118E+14  0.3458094488E+16 -0.6081381798E+14  0.5660789790E+13 -0.4006020118E+14
  -4.614851084      0.4680348554E+16 -0.6311640422E+14  0.4673020458E+16  0.5808332706E+13 -0.4197031353E+14  0.3609073421E+16 -0.6311640422E+14  0.5808332706E+13 -0.4197031353E+14
  -4.613851084      0.4882524527E+16 -0.6605324377E+14  0.4874744364E+16  0.5829321936E+13 -0.4385150756E+14  0.3765918494E+16 -0.6605324377E+14  0.5829321936E+13 -0.4385150756E+14
  -4.612851084      0.5093569393E+16 -0.6892168598E+14  0.5085255660E+16  0.6187564958E+13 -0.4571600403E+14  0.3929484409E+16 -0.6892168598E+14  0.6187564958E+13 -0.4571600403E+14
  -4.611851084      0.5312611974E+16 -0.7179300238E+14  0.5304515446E+16  0.6813773474E+13 -0.4738420745E+14  0.4100250277E+16 -0.7179300238E+14  0.6813773474E+13 -0.4738420745E+14
  -4.610851084      0.5540908592E+16 -0.7520374767E+14  0.5531919433E+16  0.6717399742E+13 -0.4922072434E+14  0.4278098200E+16 -0.7520374767E+14  0.6717399742E+13 -0.4922072434E+14
  -4.609851084      0.5778439438E+16 -0.7805234318E+14  0.5769426634E+16  0.6783583706E+13 -0.5123531637E+14  0.4463264110E+16 -0.7805234318E+14  0.6783583706E+13 -0.5123531637E+14
  -4.608851084      0.6026834892E+16 -0.8116788189E+14  0.6017451758E+16  0.7314214470E+13 -0.5366239203E+14  0.4656298760E+16 -0.8116788189E+14  0.7314214470E+13 -0.5366239203E+14
  -4.607851084      0.6284055846E+16 -0.8425563917E+14  0.6274194771E+16  0.7406620386E+13 -0.5598788245E+14  0.4856338822E+16 -0.8425563917E+14  0.7406620386E+13 -0.5598788245E+14
  -4.606851084      0.6551964714E+16 -0.8771446640E+14  0.6542105288E+16  0.7527265857E+13 -0.5849444459E+14  0.5065020540E+16 -0.8771446640E+14  0.7527265857E+13 -0.5849444459E+14
  -4.605851084      0.6831032632E+16 -0.9197894383E+14  0.6821067993E+16  0.8067100515E+13 -0.6052303723E+14  0.5282244727E+16 -0.9197894383E+14  0.8067100515E+13 -0.6052303723E+14
  -4.604851084      0.7122263864E+16 -0.9593183468E+14  0.7111266567E+16  0.8410295904E+13 -0.6299564221E+14  0.5509213694E+16 -0.9593183468E+14  0.8410295904E+13 -0.6299564221E+14
  -4.603851084      0.7424962435E+16 -0.9967692545E+14  0.7413919645E+16  0.8720508495E+13 -0.6564054258E+14  0.5745065305E+16 -0.9967692545E+14  0.8720508495E+13 -0.6564054258E+14
  -4.602851084      0.7740216972E+16 -0.1037664052E+15  0.7728760440E+16  0.8889374372E+13 -0.6850909140E+14  0.5990391574E+16 -0.1037664052E+15  0.8889374372E+13 -0.6850909140E+14
  -4.601851084      0.8068260585E+16 -0.1077897891E+15  0.8056537176E+16  0.9244773519E+13 -0.7140959483E+14  0.6246292620E+16 -0.1077897891E+15  0.9244773519E+13 -0.7140959483E+14
  -4.600851084      0.8409229889E+16 -0.1121290883E+15  0.8397279854E+16  0.9436422753E+13 -0.7429585858E+14  0.6512160438E+16 -0.1121290883E+15  0.9436422753E+13 -0.7429585858E+14
  -4.599851084      0.8764501058E+16 -0.1168602389E+15  0.8751786804E+16  0.1001564255E+14 -0.7769995207E+14  0.6788755443E+16 -0.1168602389E+15  0.1001564255E+14 -0.7769995207E+14
  -4.598851084      0.9134681660E+16 -0.1219193715E+15  0.9121773826E+16  0.1047202818E+14 -0.8077557042E+14  0.7076560233E+16 -0.1219193715E+15  0.1047202818E+14 -0.8077557042E+14
  -4.597851084      0.9519466151E+16 -0.1276138044E+15  0.9505464970E+16  0.1076419582E+14 -0.8371027482E+14  0.7376917845E+16 -0.1276138044E+15  0.1076419582E+14 -0.8371027482E+14
  -4.596851084      0.9920511849E+16 -0.1324337371E+15  0.9907015976E+16  0.1129444038E+14 -0.8701899896E+14  0.7690250149E+16 -0.1324337371E+15  0.1129444038E+14 -0.8701899896E+14
  -4.595851084      0.1033764170E+17 -0.1373559188E+15  0.1032284599E+17  0.1164346052E+14 -0.9097973459E+14  0.8015210549E+16 -0.1373559188E+15  0.1164346052E+14 -0.9097973459E+14
  -4.594851084      0.1077192129E+17 -0.1431076670E+15  0.1075621623E+17  0.1175967954E+14 -0.9492678892E+14  0.8354082354E+16 -0.1431076670E+15  0.1175967954E+14 -0.9492678892E+14
  -4.593851084      0.1122288371E+17 -0.1489865020E+15  0.1120801315E+17  0.1229414451E+14 -0.9865162152E+14  0.8705864482E+16 -0.1489865020E+15  0.1229414451E+14 -0.9865162152E+14
  -4.592851084      0.1169320408E+17 -0.1553687235E+15  0.1167708347E+17  0.1276741850E+14 -0.1027878895E+15  0.9071774765E+16 -0.1553687235E+15  0.1276741850E+14 -0.1027878895E+15
  -4.591851084      0.1218221634E+17 -0.1615934458E+15  0.1216535969E+17  0.1355770908E+14 -0.1070731002E+15  0.9453471478E+16 -0.1615934458E+15  0.1355770908E+14 -0.1070731002E+15
  -4.590851084      0.1269093186E+17 -0.1685951185E+15  0.1267367547E+17  0.1402824383E+14 -0.1111812419E+15  0.9850745417E+16 -0.1685951185E+15  0.1402824383E+14 -0.1111812419E+15
  -4.589851084      0.1322167260E+17 -0.1756710341E+15  0.1320339308E+17  0.1424773206E+14 -0.1157311478E+15  0.1026512007E+17 -0.1756710341E+15  0.1424773206E+14 -0.1157311478E+15
  -4.588851084      0.1377260899E+17 -0.1826117108E+15  0.1375354670E+17  0.1505312426E+14 -0.1202547748E+15  0.1069526118E+17 -0.1826117108E+15  0.1505312426E+14 -0.1202547748E+15
  -4.587851084      0.1434588678E+17 -0.1891822142E+15  0.1432723051E+17  0.1556997086E+14 -0.1255555919E+15  0.1114259113E+17 -0.1891822142E+15  0.1556997086E+14 -0.1255555919E+15
  -4.586851084      0.1494296285E+17 -0.1973519979E+15  0.1492328808E+17  0.1561912974E+14 -0.1308769221E+15  0.1160821319E+17 -0.1973519979E+15  0.1561912974E+14 -0.1308769221E+15
  -4.585851084      0.1556353274E+17 -0.2056229006E+15  0.1554304375E+17  0.1656585161E+14 -0.1361942306E+15  0.1209209595E+17 -0.2056229006E+15  0.1656585161E+14 -0.1361942306E+15
  -4.584851084      0.1620937416E+17 -0.2142896032E+15  0.1618824322E+17  0.1726004229E+14 -0.1417800860E+15  0.1259699495E+17 -0.2142896032E+15  0.1726004229E+14 -0.1417800860E+15
  -4.583851084      0.1688232466E+17 -0.2231111654E+15  0.1685987734E+17  0.1820290974E+14 -0.1469383321E+15  0.1312218905E+17 -0.2231111654E+15  0.1820290974E+14 -0.1469383321E+15
  -4.582851084      0.1758158817E+17 -0.2317953334E+15  0.1755838488E+17  0.1891677116E+14 -0.1533213355E+15  0.1366846702E+17 -0.2317953334E+15  0.1891677116E+14 -0.1533213355E+15
  -4.581851084      0.1830915287E+17 -0.2413008360E+15  0.1828579328E+17  0.1919733807E+14 -0.1595153703E+15  0.1423607718E+17 -0.2413008360E+15  0.1919733807E+14 -0.1595153703E+15
  -4.580851084      0.1906602603E+17 -0.2511133807E+15  0.1904125696E+17  0.1988344883E+14 -0.1662637578E+15  0.1482823436E+17 -0.2511133807E+15  0.1988344883E+14 -0.1662637578E+15
  -4.579851084      0.1985357861E+17 -0.2607104169E+15  0.1982780852E+17  0.2069698543E+14 -0.1725515656E+15  0.1544286655E+17 -0.2607104169E+15  0.2069698543E+14 -0.1725515656E+15
  -4.578851084      0.2067284612E+17 -0.2717971791E+15  0.2064622259E+17  0.2171550575E+14 -0.1802570482E+15  0.1608248699E+17 -0.2717971791E+15  0.2171550575E+14 -0.1802570482E+15
  -4.577851084      0.2152468288E+17 -0.2834284010E+15  0.2149772776E+17  0.2212343154E+14 -0.1878000297E+15  0.1674762686E+17 -0.2834284010E+15  0.2212343154E+14 -0.1878000297E+15
  -4.576851084      0.2241057434E+17 -0.2949786569E+15  0.2238236040E+17  0.2351695533E+14 -0.1948482626E+15  0.1744062892E+17 -0.2949786569E+15  0.2351695533E+14 -0.1948482626E+15
  -4.575851084      0.2333269525E+17 -0.3070324407E+15  0.2330263879E+17  0.2447486152E+14 -0.2021602338E+15  0.1816047815E+17 -0.3070324407E+15  0.2447486152E+14 -0.2021602338E+15
  -4.574851084      0.2429195978E+17 -0.3189686772E+15  0.2426080033E+17  0.2519940748E+14 -0.2106547197E+15  0.1891020135E+17 -0.3189686772E+15  0.2519940748E+14 -0.2106547197E+15
  -4.573851084      0.2528928047E+17 -0.3314213620E+15  0.2525814991E+17  0.2582933008E+14 -0.2194980843E+15  0.1969075888E+17 -0.3314213620E+15  0.2582933008E+14 -0.2194980843E+15
  -4.572851084      0.2632611484E+17 -0.3450298839E+15  0.2629368333E+17  0.2681931432E+14 -0.2285852513E+15  0.2050152704E+17 -0.3450298839E+15  0.2681931432E+14 -0.2285852513E+15
  -4.571851084      0.2740468764E+17 -0.3590938571E+15  0.2737078970E+17  0.2796895153E+14 -0.2374297668E+15  0.2134420001E+17 -0.3590938571E+15  0.2796895153E+14 -0.2374297668E+15
  -4.570851084      0.2852599969E+17 -0.3735114832E+15  0.2849136135E+17  0.2879080869E+14 -0.2474259715E+15  0.2222064339E+17 -0.3735114832E+15  0.2879080869E+14 -0.2474259715E+15
  -4.569851084      0.2969257947E+17 -0.3888152857E+15  0.2965598035E+17  0.3033635278E+14 -0.2572534968E+15  0.2313210054E+17 -0.3888152857E+15  0.3033635278E+14 -0.2572534968E+15
  -4.568851084      0.3090557291E+17 -0.4053199647E+15  0.3086712669E+17  0.3134495065E+14 -0.2677353259E+15  0.2408125649E+17 -0.4053199647E+15  0.3134495065E+14 -0.2677353259E+15
  -4.567851084      0.3216696837E+17 -0.4209884689E+15  0.3212786178E+17  0.3243368073E+14 -0.2780102466E+15  0.2506817175E+17 -0.4209884689E+15  0.3243368073E+14 -0.2780102466E+15
  -4.566851084      0.3347800751E+17 -0.4375975610E+15  0.3343734319E+17  0.3382794454E+14 -0.2889567293E+15  0.2609439486E+17 -0.4375975610E+15  0.3382794454E+14 -0.2889567293E+15
  -4.565851084      0.3484141301E+17 -0.4547934659E+15  0.3479937040E+17  0.3514202751E+14 -0.3011639848E+15  0.2716165746E+17 -0.4547934659E+15  0.3514202751E+14 -0.3011639848E+15
  -4.564851084      0.3625865428E+17 -0.4731453721E+15  0.3621522180E+17  0.3604238372E+14 -0.3132846751E+15  0.2826981319E+17 -0.4731453721E+15  0.3604238372E+14 -0.3132846751E+15
  -4.563851084      0.3773245951E+17 -0.4925168355E+15  0.3768753008E+17  0.3726709993E+14 -0.3263501803E+15  0.2942181335E+17 -0.4925168355E+15  0.3726709993E+14 -0.3263501803E+15
  -4.562851084      0.3926385028E+17 -0.5124545423E+15  0.3921683661E+17  0.3900185316E+14 -0.3393963107E+15  0.3062137005E+17 -0.5124545423E+15  0.3900185316E+14 -0.3393963107E+15
  -4.561851084      0.4085527119E+17 -0.5331053557E+15  0.4080734634E+17  0.4047333942E+14 -0.3525781180E+15  0.3186711583E+17 -0.5331053557E+15  0.4047333942E+14 -0.3525781180E+15
  -4.560851084      0.4251020048E+17 -0.5545025808E+15  0.4245996847E+17  0.4225261955E+14 -0.3661172035E+15  0.3316274475E+17 -0.5545025808E+15  0.4225261955E+14 -0.3661172035E+15
  -4.559851084      0.4423040171E+17 -0.5763862273E+15  0.4417884084E+17  0.4351012465E+14 -0.3810119344E+15  0.3451027408E+17 -0.5763862273E+15  0.4351012465E+14 -0.3810119344E+15
  -4.558851084      0.4601951396E+17 -0.5990668775E+15  0.4596508295E+17  0.4496539328E+14 -0.3965754403E+15  0.3591042978E+17 -0.5990668775E+15  0.4496539328E+14 -0.3965754403E+15
  -4.557851084      0.4787596267E+17 -0.6225485966E+15  0.4781953371E+17  0.4669926654E+14 -0.4122837910E+15  0.3736515111E+17 -0.6225485966E+15  0.4669926654E+14 -0.4122837910E+15
