# Developed by  NerWann module of the Wannier90 code.
# Total Transport distribution function (in SI units of m^2*C^3/S^3) vs energy in eV
# Content of the columns:
# Energy xxz xyz yyz xzz yzz zzz yxz zxz zyz
#   (if spin decomposition is required, 18 further columns are provided, with the 9
#    components of the TDFtot for the spin up, followed by those for the spin down)
   7.097140150     -0.6906427858E+23  0.7877640605E+27  0.1239409295E+24 -0.3496845302E+25  0.1956358952E+25  0.1740400496E+24 -0.7879416479E+27  0.3667101684E+25 -0.2009216667E+25
   7.098140150      0.5877024629E+23  0.8249823300E+27 -0.5189154735E+23 -0.3708146709E+25  0.1868932326E+25  0.2423441357E+23 -0.8247949246E+27  0.3443868716E+25 -0.1958876987E+25
   7.099140150     -0.6348992132E+23  0.8634780499E+27 -0.1337377776E+24 -0.3729110331E+25  0.1900122445E+25 -0.1922233074E+24 -0.8634790213E+27  0.3732764304E+25 -0.1834738730E+25
   7.100140150      0.1693302242E+23  0.9034012045E+27 -0.2529963318E+23 -0.3733393817E+25  0.2104383885E+25  0.6515356368E+23 -0.9036185273E+27  0.3667233250E+25 -0.2001030416E+25
   7.101140150     -0.6263149158E+23  0.9453996581E+27  0.1052436220E+24 -0.3980113472E+25  0.2306139184E+25  0.4454061890E+23 -0.9449865309E+27  0.3790468656E+25 -0.2140308862E+25
   7.102140150     -0.5526829923E+23  0.9886658664E+27 -0.1014047451E+24 -0.4168548524E+25  0.2320978451E+25 -0.8106436133E+23 -0.9882231507E+27  0.3774903851E+25 -0.2273083784E+25
   7.103140150      0.1056924627E+24  0.1033402217E+28 -0.1240127582E+24 -0.4255193051E+25  0.2520481155E+25  0.6957336660E+23 -0.1033358410E+28  0.4323137404E+25 -0.2566170155E+25
   7.104140150      0.2782820141E+24  0.1079881107E+28 -0.2812215726E+24 -0.4412181381E+25  0.2413246799E+25  0.5829976676E+23 -0.1080329935E+28  0.4549881880E+25 -0.2653091646E+25
   7.105140150      0.3299610223E+24  0.1128468242E+28  0.4937836663E+23 -0.4714061078E+25  0.2560183693E+25  0.1465972842E+24 -0.1128723191E+28  0.4811098220E+25 -0.2537097372E+25
   7.106140150     -0.3228398763E+23  0.1179725208E+28  0.2964751386E+24 -0.4882646318E+25  0.2889905321E+25  0.1536308759E+24 -0.1179582788E+28  0.4651421169E+25 -0.2692584724E+25
   7.107140150     -0.9914097000E+23  0.1233265553E+28  0.1478213120E+24 -0.4938166588E+25  0.2811830971E+25 -0.1378753567E+23 -0.1233062242E+28  0.4927303207E+25 -0.3011538245E+25
   7.108140150     -0.2121046467E+24  0.1288684897E+28  0.7214653086E+23 -0.5141722970E+25  0.3189040616E+25 -0.4648135458E+23 -0.1288650943E+28  0.5379750586E+25 -0.3231345473E+25
   7.109140150     -0.3055319809E+24  0.1346222572E+28  0.1800265010E+24 -0.5354570282E+25  0.3267293694E+25 -0.1455670243E+23 -0.1346030109E+28  0.5290460189E+25 -0.3471288511E+25
   7.110140150      0.1449018042E+24  0.1405479607E+28 -0.6431702931E+23 -0.5604631545E+25  0.3274856114E+25 -0.5240867166E+23 -0.1405535473E+28  0.5697005509E+25 -0.3314679129E+25
   7.111140150      0.2022172297E+24  0.1468005862E+28 -0.9748865695E+23 -0.5517112694E+25  0.3100015284E+25  0.2365597341E+23 -0.1468365239E+28  0.5596477050E+25 -0.3403302968E+25
   7.112140150      0.4527943209E+23  0.1533536005E+28 -0.7449219435E+23 -0.5820452176E+25  0.3415768699E+25  0.1233080103E+23 -0.1533893792E+28  0.5698624054E+25 -0.3348262784E+25
   7.113140150      0.7501591660E+23  0.1602409454E+28 -0.1518002158E+24 -0.6100542334E+25  0.3476608319E+25 -0.8964529372E+23 -0.1602277280E+28  0.6039778068E+25 -0.3283126813E+25
   7.114140150      0.6479863850E+23  0.1673388049E+28 -0.2864252492E+23 -0.6214696991E+25  0.3618515475E+25  0.1000110095E+24 -0.1673456948E+28  0.6335806735E+25 -0.3619566129E+25
   7.115140150      0.1502767848E+24  0.1746857167E+28 -0.8328810832E+23 -0.6607600344E+25  0.4027185836E+25  0.3568492138E+23 -0.1747171952E+28  0.6791993372E+25 -0.3900491913E+25
   7.116140150     -0.4062928154E+24  0.1824034313E+28  0.1921242116E+24 -0.7055650859E+25  0.4297116230E+25 -0.7232612449E+23 -0.1823891953E+28  0.6846226363E+25 -0.3877225416E+25
   7.117140150     -0.7329362163E+23  0.1903937384E+28  0.8085232451E+23 -0.6975969996E+25  0.3897543128E+25 -0.7155541800E+23 -0.1903648617E+28  0.6828811738E+25 -0.4037979918E+25
   7.118140150     -0.2110260152E+24  0.1988181722E+28  0.2374070269E+23 -0.7467308004E+25  0.4491832661E+25  0.1208934598E+24 -0.1988248849E+28  0.6951044929E+25 -0.4531798457E+25
   7.119140150      0.1545786957E+24  0.2075908998E+28  0.1998825003E+24 -0.7694944931E+25  0.4559491454E+25  0.1693506571E+24 -0.2075472972E+28  0.7175685963E+25 -0.4435624211E+25
   7.120140150      0.5163790408E+22  0.2166846221E+28 -0.8373586965E+23 -0.7942141469E+25  0.4736967156E+25 -0.7757381834E+23 -0.2166643018E+28  0.8030910938E+25 -0.4879373337E+25
   7.121140150      0.4162976568E+24  0.2260767489E+28 -0.2075188396E+24 -0.8307808080E+25  0.4918253092E+25  0.1668838830E+24 -0.2260658425E+28  0.8341495215E+25 -0.5033065553E+25
   7.122140150     -0.3069501950E+23  0.2357427616E+28 -0.1046145599E+23 -0.8282051016E+25  0.5360450231E+25 -0.3120612576E+23 -0.2357736602E+28  0.8823104553E+25 -0.5185546366E+25
   7.123140150     -0.9694712827E+23  0.2459105779E+28 -0.7798427689E+23 -0.8336024628E+25  0.5415883693E+25 -0.5591258693E+23 -0.2459840261E+28  0.9044130092E+25 -0.5629169222E+25
   7.124140150     -0.4107138541E+24  0.2565751661E+28  0.6618554952E+24 -0.9097983325E+25  0.6006966875E+25 -0.2706331697E+23 -0.2566016771E+28  0.9142754505E+25 -0.5148530418E+25
   7.125140150     -0.3267463521E+24  0.2677466783E+28  0.2592977850E+24 -0.9517339141E+25  0.5935929573E+25 -0.1443714363E+24 -0.2677075073E+28  0.9490686307E+25 -0.5753452966E+25
   7.126140150     -0.1832177854E+24  0.2792750169E+28 -0.2026271640E+24 -0.9638161654E+25  0.5976842082E+25 -0.1373095034E+24 -0.2792825460E+28  0.9462090905E+25 -0.5819259229E+25
   7.127140150     -0.2554178148E+24  0.2912455632E+28 -0.1886558468E+24 -0.9832651183E+25  0.6248138889E+25 -0.3679081027E+24 -0.2912586767E+28  0.1007989657E+26 -0.6155583446E+25
   7.128140150      0.4690391948E+23  0.3038221127E+28  0.1620732313E+23 -0.1070096012E+26  0.6568596956E+25  0.6405784720E+23 -0.3038104294E+28  0.1046108639E+26 -0.6329928193E+25
   7.129140150      0.2360179937E+24  0.3169002013E+28 -0.7930708444E+23 -0.1130476661E+26  0.6625603800E+25  0.1653432860E+24 -0.3168632752E+28  0.1088792291E+26 -0.7111069165E+25
   7.130140150      0.2702767737E+24  0.3304899121E+28 -0.4413104253E+23 -0.1123999269E+26  0.6633437490E+25  0.2895352167E+23 -0.3304740094E+28  0.1086336096E+26 -0.7049585735E+25
   7.131140150      0.2668517631E+24  0.3446273521E+28 -0.4710837820E+24 -0.1188065149E+26  0.6943389209E+25 -0.3946873457E+23 -0.3446149725E+28  0.1203646729E+26 -0.7271397225E+25
   7.132140150      0.8957801854E+23  0.3593627899E+28 -0.1100104973E+24 -0.1191987421E+26  0.7305651767E+25 -0.4364227877E+23 -0.3593962851E+28  0.1222517279E+26 -0.8083219094E+25
   7.133140150      0.1831782961E+24  0.3747433956E+28 -0.4862980713E+23 -0.1269198848E+26  0.7602787326E+25  0.1058413457E+24 -0.3747479686E+28  0.1263261864E+26 -0.8277469583E+25
   7.134140150     -0.1330164176E+23  0.3907335934E+28 -0.2321762526E+23 -0.1316160130E+26  0.8094731760E+25  0.8400497022E+23 -0.3907216182E+28  0.1297982937E+26 -0.8130546987E+25
   7.135140150     -0.3315221772E+24  0.4074180034E+28  0.2676168372E+24 -0.1362956296E+26  0.8716880117E+25 -0.9168736806E+23 -0.4073967994E+28  0.1340489211E+26 -0.8021940115E+25
   7.136140150     -0.1204445876E+24  0.4247434344E+28 -0.3071787786E+24 -0.1389467418E+26  0.8754763685E+25 -0.3243525260E+23 -0.4247360451E+28  0.1377361799E+26 -0.8611167601E+25
   7.137140150      0.2321876185E+24  0.4426321499E+28 -0.5857764456E+24 -0.1416585117E+26  0.9116823748E+25 -0.8521485986E+23 -0.4426549828E+28  0.1489241661E+26 -0.9476444045E+25
   7.138140150     -0.2363580819E+23  0.4612729077E+28  0.2144878334E+24 -0.1498577121E+26  0.9655953145E+25  0.8386836604E+23 -0.4612871888E+28  0.1520908106E+26 -0.9380156903E+25
   7.139140150     -0.1898646861E+24  0.4806852393E+28  0.4533762273E+24 -0.1591467659E+26  0.1058053870E+26 -0.7470400307E+23 -0.4806889980E+28  0.1581676273E+26 -0.9454025254E+25
   7.140140150     -0.4675240560E+24  0.5009713443E+28  0.9811888423E+23 -0.1641052055E+26  0.1048605922E+26 -0.2539141544E+24 -0.5009496379E+28  0.1630391382E+26 -0.1015898885E+26
   7.141140150      0.2517666712E+24  0.5221551560E+28 -0.1864530672E+24 -0.1705343763E+26  0.1051930834E+26 -0.1805529233E+24 -0.5220991786E+28  0.1654670861E+26 -0.1073383380E+26
   7.142140150      0.1263860339E+24  0.5441182723E+28 -0.7651262647E+23 -0.1781198461E+26  0.1086940140E+26 -0.2022417525E+23 -0.5441022781E+28  0.1723018822E+26 -0.1117832519E+26
   7.143140150     -0.2615714315E+24  0.5669345056E+28  0.2129655526E+23 -0.1854714747E+26  0.1118516388E+26 -0.1231982514E+23 -0.5669283491E+28  0.1831685056E+26 -0.1139358481E+26
   7.144140150      0.1251164565E+24  0.5907734383E+28 -0.4927847981E+22 -0.1900564300E+26  0.1192222857E+26  0.1052885216E+24 -0.5907817179E+28  0.1936264568E+26 -0.1192926459E+26
   7.145140150      0.4656325359E+24  0.6155798801E+28 -0.3530803715E+24 -0.1958368156E+26  0.1197689691E+26  0.3642673428E+24 -0.6156203386E+28  0.1968759955E+26 -0.1303963408E+26
   7.146140150      0.1040355466E+24  0.6415890920E+28  0.5739738105E+23 -0.2045159308E+26  0.1292850585E+26 -0.9212139718E+22 -0.6415876507E+28  0.2062937174E+26 -0.1312359338E+26
   7.147140150     -0.4447277282E+24  0.6685066017E+28  0.2656928040E+24 -0.2133795727E+26  0.1345141124E+26  0.7645586909E+23 -0.6684377639E+28  0.2143555351E+26 -0.1346229758E+26
   7.148140150     -0.1230451422E+24  0.6964464023E+28  0.1879905177E+23 -0.2215592527E+26  0.1408930284E+26 -0.1912580024E+24 -0.6964353325E+28  0.2215901902E+26 -0.1407240147E+26
   7.149140150      0.3229440714E+24  0.7254193160E+28 -0.2256693061E+24 -0.2278528187E+26  0.1423243576E+26 -0.1689656179E+24 -0.7254474883E+28  0.2272101786E+26 -0.1465473233E+26
   7.150140150      0.7989552022E+23  0.7557779440E+28 -0.9475000785E+23 -0.2370157099E+26  0.1485295973E+26  0.2445924680E+24 -0.7557786000E+28  0.2373120898E+26 -0.1533284930E+26
   7.151140150     -0.1203701040E+24  0.7872327950E+28 -0.1289414769E+24 -0.2408532876E+26  0.1557920503E+26  0.2164428226E+24 -0.7873194102E+28  0.2518613064E+26 -0.1554066970E+26
   7.152140150     -0.1099471269E+24  0.8199850906E+28 -0.3892705793E+23 -0.2479958403E+26  0.1631995592E+26 -0.7022104543E+23 -0.8200544648E+28  0.2574383856E+26 -0.1611292734E+26
   7.153140150     -0.1668354630E+24  0.8540630921E+28 -0.2571295041E+24 -0.2619402081E+26  0.1729043449E+26 -0.2318481161E+24 -0.8540510817E+28  0.2644987590E+26 -0.1640269737E+26
   7.154140150      0.1377097563E+24  0.8893048692E+28 -0.2186637987E+24 -0.2734960923E+26  0.1804137789E+26 -0.5176412323E+23 -0.8893322902E+28  0.2765149453E+26 -0.1713146216E+26
   7.155140150     -0.2721907585E+24  0.9259646639E+28  0.3424001062E+24 -0.2856497578E+26  0.1834300082E+26 -0.1491906762E+23 -0.9260339372E+28  0.2872452516E+26 -0.1781041207E+26
   7.156140150     -0.7527446696E+24  0.9644259678E+28  0.4841156930E+24 -0.3040616089E+26  0.1928196405E+26  0.5734035228E+23 -0.9643487301E+28  0.2988301184E+26 -0.1859738140E+26
   7.157140150     -0.2780542121E+24  0.1004377588E+29  0.1404275388E+24 -0.3114990699E+26  0.1970639972E+26 -0.6186324904E+23 -0.1004306691E+29  0.3064918394E+26 -0.1971718826E+26
   7.158140150      0.4357655690E+24  0.1045955860E+29 -0.3677233125E+24 -0.3266068581E+26  0.2008493784E+26  0.2800673659E+24 -0.1045888614E+29  0.3180317986E+26 -0.2059982661E+26
   7.159140150     -0.1529909448E+24  0.1089139373E+29  0.1927641974E+24 -0.3372447560E+26  0.2085195441E+26 -0.2192964966E+24 -0.1089132217E+29  0.3261503073E+26 -0.2091493526E+26
   7.160140150      0.8929033110E+23  0.1134124943E+29 -0.3171768352E+24 -0.3496434646E+26  0.2113120786E+26 -0.4361631577E+23 -0.1134138896E+29  0.3472546413E+26 -0.2190445466E+26
   7.161140150     -0.9573960437E+23  0.1181064004E+29  0.1327631066E+24 -0.3663585193E+26  0.2281284348E+26  0.2078498773E+24 -0.1180961727E+29  0.3598798646E+26 -0.2350033457E+26
   7.162140150      0.4617336066E+24  0.1229638124E+29 -0.4508735449E+24 -0.3740850194E+26  0.2330265725E+26 -0.4195917450E+23 -0.1229603665E+29  0.3759623709E+26 -0.2390804234E+26
   7.163140150      0.6869797992E+24  0.1280080134E+29 -0.3539132531E+24 -0.3854988486E+26  0.2423561797E+26  0.1480729099E+24 -0.1280125893E+29  0.3943709886E+26 -0.2456442840E+26
   7.164140150      0.3433414841E+24  0.1332587304E+29 -0.5217832209E+24 -0.4022880183E+26  0.2551034401E+26 -0.1472231182E+24 -0.1332613650E+29  0.4038665900E+26 -0.2574061620E+26
   7.165140150     -0.2073297117E+24  0.1387203757E+29 -0.2958575298E+24 -0.4164189018E+26  0.2655507027E+26 -0.1282743180E+24 -0.1387306319E+29  0.4223815920E+26 -0.2665998603E+26
   7.166140150     -0.6902046802E+23  0.1444111282E+29 -0.8020881455E+23 -0.4319184009E+26  0.2746703487E+26 -0.1445461898E+24 -0.1444212390E+29  0.4412339536E+26 -0.2748037127E+26
   7.167140150     -0.4060923536E+24  0.1503401277E+29  0.2489258820E+23 -0.4504752873E+26  0.2888478278E+26  0.2200289970E+24 -0.1503410642E+29  0.4573477660E+26 -0.2798626606E+26
   7.168140150     -0.6033419022E+24  0.1564981106E+29  0.1728439791E+24 -0.4712111788E+26  0.3021760640E+26 -0.9197323238E+23 -0.1564956397E+29  0.4669686475E+26 -0.2929062245E+26
   7.169140150     -0.4574014936E+24  0.1628795133E+29 -0.2988355270E+23 -0.4851558517E+26  0.3123745753E+26 -0.1047156967E+24 -0.1628799095E+29  0.4913818946E+26 -0.3095287062E+26
